First Name,Middle Name,Last Name,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Name Prefix,Name Suffix,Nickname,File As,Organization Name,Organization Title,Organization Department,Birthday,Notes,Photo,Labels,E-mail 1 - Label,E-mail 1 - Value,E-mail 2 - Label,E-mail 2 - Value,Phone 1 - Label,Phone 1 - Value,Phone 2 - Label,Phone 2 - Value,Phone 3 - Label,Phone 3 - Value,Address 1 - Label,Address 1 - Formatted,Address 1 - Street,Address 1 - City,Address 1 - PO Box,Address 1 - Region,Address 1 - Postal Code,Address 1 - Country,Address 1 - Extended Address,Website 1 - Label,Website 1 - Value,Custom Field 1 - Label,Custom Field 1 - Value
Acubed,Accounting,Limited,,,,,,,,,,,,,,* myContacts,,,,,Mobile,79456777,,,,,Home,"Crave House, Level 1, St Bernard StreetMRS1330 Marsa Malta","Crave House, Level 1, St Bernard StreetMRS1330 Marsa Malta",,,,,,,Home Page,https://acubedgroup.com/,,
ACYGEST,DIGITAL,SA,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+41219035252,,,,,Home,Route Cantonale 81077 Servion Switzerland,Route Cantonale 81077 Servion Switzerland,,,,,,,Home Page,http://acygest.ch/,,
ACYGEST,,Sˆrl,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+41 21 903 52 52,,,,,Home,Route Cantonale 81077 Servion Switzerland,Route Cantonale 81077 Servion Switzerland,,,,,,,Home Page,http://www.acygest.ch/,,
ADC-GROUP,,SA,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 472 51 06 15,,,,,Home,"8A, Rue des Carri�res8411 Steinfort Luxembourg","8A, Rue des Carri�res8411 Steinfort Luxembourg",,,,,,,,,,
Addvee,,s.r.o.,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+420724107358,,,,,Home,Radlick‡ 663/2815000 Praha Czech Republic,Radlick‡ 663/2815000 Praha Czech Republic,,,,,,,Home Page,http://www.addvee.cz/,,
Adeel Aslam,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0309 4721223,,,,,,,,,,,,,,,,,
Adeluuve,Group,AG,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+41 41 588 10 73,,,,,Home,Inseliquai 86005 Luzern Switzerland,Inseliquai 86005 Luzern Switzerland,,,,,,,Home Page,https://www.adeluuve.com/accounts,,
Aderys,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 486 13 97 42,,,,,Home,"Waterloo Office Park - B‰timent O - Dr�ve Richelle 161 bo""te 80  1410 Waterloo Belgium","Waterloo Office Park - B‰timent O - Dr�ve Richelle 161 bo""te 80  1410 Waterloo Belgium",,,,,,,Home Page,https://aderys.be/,,
Adfyrma,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+31 36 546 5806,,,,,Home,Godfried Bomansstraat 231321 BG ALMERE Netherlands,Godfried Bomansstraat 231321 BG ALMERE Netherlands,,,,,,,Home Page,https://administratiekantooradfyrma.nl/,,
Adil,,Saleem,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923030133235,,,,,,,,,,,,,,,,,
Administratiekantoor,J.,Kruiswijk,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+31 297 274 026,,,,,Home,Oudeland 63645 LN VINKEVEEN GRNetherlands,Oudeland 63645 LN VINKEVEEN GRNetherlands,,,,,,,Home Page,https://www.facebook.com/profile.php?id100039322076237,,
Administratiekantoor,,Koers,,,,,B.V.,,,,,,,,,* myContacts,,,,,,,,,,,Home,Rietbaan 2-4CAPELLE A/D IJSSEL2908 LP CAPELLE A/D IJSSEL ZHNetherlands,Rietbaan 2-4CAPELLE A/D IJSSEL2908 LP CAPELLE A/D IJSSEL ZHNetherlands,,,,,,,,,,
Administratiekantoor,Ton,Elders,,,,,,,,,,,,,,* myContacts,,,,,Mobile,06-51756063,,,,,Home,Molenkamp 323732 EV DE BILT Netherlands,Molenkamp 323732 EV DE BILT Netherlands,,,,,,,,,,
Administratiekantoor,,Van der Hoek,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+31 50 403 2064,,,,,Home,abdijstraat 59831 RX Aduard GRNetherlands,abdijstraat 59831 RX Aduard GRNetherlands,,,,,,,,,,
Admodum,"Organisatieadvies, Gerard",Klerk,,,,,,,,,,,,,,* myContacts,,,,,Mobile,06-40787303,,,,,Home,Vijverlaan 4852925 VH KRIMPEN AAN DEN IJSSEL Netherlands,Vijverlaan 4852925 VH KRIMPEN AAN DEN IJSSEL Netherlands,,,,,,,Home Page,https://www.admodum.nl/,,
Admoneo,,grupa,,,,,d.o.o.,,,,,,,,,* myContacts,,,,,Mobile,385915633005,,,,,Home,Zagreba?ka cesta 192 10000 ZAGREB Croatia,Zagreba?ka cesta 192 10000 ZAGREB Croatia,,,,,,,Home Page,http://www.knjigovodstveniservis.hr/,,
Adnan Electrician ,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0308 7783982,,,,,,,,,,,,,,,,,
Adnan,Prize,Bond,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923040191869,,,,,,,,,,,,,,,,,
Adrian Guarniz,,,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,,,,,,,,,,,,,
Adv,Adnan,Siddique,,,,,,,,,,,,,,* myContacts,,,,,Mobile,03326870445 ::: 03326870445,,,,,,,,,,,,,,,,,
ADVANCED,,CONSEIL,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+33 6 33 45 58 31,,,,,Home,"26 RUE DE VILLIERS, PARIS 92300 Levallois-PerretFrance","26 RUE DE VILLIERS, PARIS 92300 Levallois-PerretFrance",,,,,,,Home Page,http://www.advanced-conseil.com/,,
Advice,me,SRL,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0488150841,,,,,Home,Avenue des dessus de Lives 25101 Namur  Belgium,Avenue des dessus de Lives 25101 Namur  Belgium,,,,,,,Home Page,http://www.advice-me.be/,,
Adviesbureau,,LBA,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+31 10 820 8100,,,,,Home,Steupelstraat 403065 JE Rotterdam Netherlands,Steupelstraat 403065 JE Rotterdam Netherlands,,,,,,,Home Page,http://adviesbureau-lba.nl/,,
Advis,Account,Oy,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+358 40 0380867,,,,,Home,Rautatienkatu 21 C33100 Tampere Finland,Rautatienkatu 21 C33100 Tampere Finland,,,,,,,Home Page,http://www.advis.fi/,,
Advisoria,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+352 36 72 41,,,,,Home,Avenue de la LibertŽ 681930 Luxembourg Luxembourg,Avenue de la LibertŽ 681930 Luxembourg Luxembourg,,,,,,,Home Page,http://advisoria.lu/,,
ADVITAC,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0035679046570,,,,,Home,"ADVITAC, 'Corner Place', Triq iz-Zaghfran, AttardATD9015 Attard Malta","ADVITAC, 'Corner Place', Triq iz-Zaghfran, AttardATD9015 Attard Malta",,,,,,,,,,
Aerya IT Solutions,,,,,,,,,,Aerya IT Solutions,,,,,,* myContacts,,,,,Mobile,+40729143430,,,,,,,,,,,,,,,,,
Afazl Electronics,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,1546194,,,,,,,,,,,,,,,,,
Affinity Business Suite,,,,,,,,,,YAS,,,,,,* myContacts,,,,,Mobile,+92 333 3297956,,,,,,,,,,,,,,,,,
Afghani Shinwari Restaurant DHA,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0322 7706628,,,,,,,,,,,,,,,,,
Aficor,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,055230040,,,,,Home,Coupl'Voie 89600 Ronse Belgium,Coupl'Voie 89600 Ronse Belgium,,,,,,,Home Page,https://www.aficor.be/,,
Afier,,Accountants,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0592 530 953,,,,,Home,Handelsweg 16c9482WE Tynaarlo Netherlands,Handelsweg 16c9482WE Tynaarlo Netherlands,,,,,,,Home Page,https://www.afier.com/,,
AFM,,SRL,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 476 86 32 16,,,,,Home,Quai Du Commerce 181000 Bruxelles Belgium,Quai Du Commerce 181000 Bruxelles Belgium,,,,,,,,,,
Afshan,(Alvi,Dental),,,,Dr,,,,,,,,,,* myContacts,,,,,Mobile,+923453829473,,,,,,,,,,,,,,,,,
Afzal,,Electronics,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923007816362,,,,,,,,,,,,,,,,,
AG,Compta SC,SCS,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 497 39 30 30,,,,,Home,Rue de Horion 1774460 Horion HozŽmont Belgium,Rue de Horion 1774460 Horion HozŽmont Belgium,,,,,,,,,,
AGARWAL,"SHUBHAM & ASSOCIATES, CA SHUBHAM",AGARWAL,,,,,,,,,,,,,,* myContacts,,,,,Mobile,7359110221,,,,,Home,"635, Ajanta Shopping CentreSurat 395002Gujarat GJIndia","635, Ajanta Shopping CentreSurat 395002Gujarat GJIndia",,,,,,,,,,
Agarwal,U R,S & CO.,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+91 99688 88898,,,,,Home,"Suite 1801, S3, 18th Floor, Cloud 9 tower, Sector 1, Vaishali, Ghaziabad Ð 201014, Delhi NCR, IndiaGhaziabad 201014 India","Suite 1801, S3, 18th Floor, Cloud 9 tower, Sector 1, Vaishali, Ghaziabad Ð 201014, Delhi NCR, IndiaGhaziabad 201014 India",,,,,,,Home Page,http://www.agarwalurs.com/,,
Agendo,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 491 31 37 46,,,,,Home,Rue des pr�s 874802 Heusy Belgium,Rue des pr�s 874802 Heusy Belgium,,,,,,,,,,
AGEXAU,,CONSEILS,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+225 88170555 ::: 0777513477,,,,,Home,"04 bp 1178 abidjan 04, ANGRE COTE D'IVOIRE04 ABIDJAN 125C™te d'Ivoire ::: 04 bp 1178 abidjan 04, 04 ABIDJAN C™te d'Ivoire","04 bp 1178 abidjan 04, ANGRE COTE D'IVOIRE04 ABIDJAN 125C™te d'Ivoire ::: 04 bp 1178 abidjan 04, 04 ABIDJAN C™te d'Ivoire", ::: , ::: , ::: , ::: , ::: , ::: ,Home Page,https://agexau.com/ ::: http://www.agexau.com/,,
Agile,,Solutioneers,,,,,N.V.,,,,,,,,,* myContacts,,,,,Mobile,info@agilesolutioneers.com,,,,,Home,Leysweg 119Uitvlugt00000 Paramaribo Suriname,Leysweg 119Uitvlugt00000 Paramaribo Suriname,,,,,,,Home Page,http://www.agilesolutioneersnv.odoo.com/,,
Agranda,,CPA,,,,,,,,,,,,,,* myContacts,,,,,Mobile,450-914-2162,,,,,Home,"6000 Boul. de Rome Suite 410Brossard,  J4Y 0B66Canada","6000 Boul. de Rome Suite 410Brossard,  J4Y 0B66Canada",,,,,,,Home Page,https://agrandacpa.com/,,
Ahad aka SALMAN,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923467756982 ::: +923467756982,,,,,,,,,,,,,,,,,
Ahad Lahore,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0309 8505082,,,,,,,,,,,,,,,,,
Ahmad,,Al Majdoba,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+962779829263,,,,,Home,Rasmi Onaizat st.11111 Amman Jordan,Rasmi Onaizat st.11111 Amman Jordan,,,,,,,Home Page,https://www.ahmadalmajdoba.net/,,
Ahmad Ali Niazi,Bus,Stand,,,,,,,,Ahmad Ali Niazi Bus Stand,,,,,,* myContacts,,,,,Main,+923024665056,,,,,Home,"Niazi Bus Stand Bakkar Mandi
House 17 St. 1 D S Kot Khumbo Lahore Kot Kamboh Punjab 54000 Pakistan","Niazi Bus Stand Bakkar Mandi
House 17 St. 1 D S Kot Khumbo Lahore Kot Kamboh Punjab 54000 Pakistan",,,,,,,,,,
Ahmad,,Gujjar,,,,,,,,Ahmad Gujjar,,,,,,* myContacts,,,,,Mobile,+923076902099,,,,,,,,,,,,,,,,,
Ahmad,Mohammed,Riyad,,,,,,,,,,,,,,* myContacts,,,,,Mobile,00966533420333 ::: +966533420333,,,,,,,,,,,,,,,,,
AHMAD,ZAINUL,ABIDIN,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+60162066651,,,,,,,,,,,,,,,,,
Ahmed 2 Odoo Client Faisal,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+971505808365,,,,,,,,,,,,,,,,,
Ahmed Abdulatif,,,,,,,,,,Ahmed Abdulatif,,,,,,* myContacts,,,,,Mobile,+905318401247 ::: +905318401247,,,,,,,,,,,,,,,,,
Ahmed Elgamal,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+20 10 15000210,,,,,,,,,,,,,,,,,
Ahmed Gaber,,,,,,,,,,Ahmed Gaber,,,,,,* myContacts,,,,,Mobile,+966541617266 ::: +966541617266,,,,,,,,,,,,,,,,,
Ahmed Hussein Odoo Customer ,,,,,,,,,,Ahmed Hussein,,,,,,* myContacts,,,,,Mobile,+201001000500 ::: +201001000500,,,,,,,,,,,,,,,,,
Ahmed Kamal Module Suppliers,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+201011670871,,,,,,,,,,,,,,,,,
Ahmed Maqbool,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+966582436650,,,,,,,,,,,,,,,,,
Ahmed MNS Saudi Arabia,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+966 59 591 9419,,,,,,,,,,,,,,,,,
Ahmed Muhammad Omeer,,Odoo Developer And Consultation,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+201030335540,,,,,,,,,,,,,,,,,
Ahmed Odoo Client (Faisal),,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+4917680405222,,,,,,,,,,,,,,,,,
Ahmed Saudi Arabia ,,,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,,,,,,,,,,,,,
Ahmed Smaak,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0301 1142375,,,,,,,,,,,,,,,,,
Ahmed Suadi Arabia,,,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,,,,,,,,,,,,,
Ahmed Yaseen (Hassan Town),,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0300 9527338,,,,,,,,,,,,,,,,,
Ahmes,Saudi,Arabia,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+966567566200,,,,,,,,,,,,,,,,,
Ahsan,,Ayaz,,,,,,,,,,,,,,* myContacts,,,,,Mobile,03035114419 ::: 03035114419,,,,,,,,,,,,,,,,,
Ahsan Chudhary Index World,Private,Limited,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923126651148,,,,,,,,,,,,,,,,,
Ahsas,,,,,,,,,,,,,,,,* myContacts,,,,,Home,8171,,,,,,,,,,,,,,,,,
Ahsen (Dr mazhar Faiz Alam Assistant,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923027371926,,,,,,,,,,,,,,,,,
Ahsen Alvi Dental,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923100331223,,,,,,,,,,,,,,,,,
Ahsen,,Riaz,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923017633299,,,,,,,,,,,,,,,,,
AHTES,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 71 21 59 04,,,,,Home,Boulevard Audent 386000 Charleroi Belgium,Boulevard Audent 386000 Charleroi Belgium,,,,,,,Home Page,http://ahtes.be/,,
AIBM,,S.A.,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+352 661 666 078,,,,,Home,"38 Parc d'Activites Capellen, 8308 Mamer, Luxembourg8308 Mamer Luxembourg","38 Parc d'Activites Capellen, 8308 Mamer, Luxembourg8308 Mamer Luxembourg",,,,,,,,,,
Aijaz Kamboh,Property,Dealer,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923017571638,,,,,,,,,,,,,,,,,
AIRON,CONSULTING,Kft.,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+3617004141,,,,,Home,"SZENDRO STR 30, 2nd Floor, Suite 11126 BUDAPEST Hungary","SZENDRO STR 30, 2nd Floor, Suite 11126 BUDAPEST Hungary",,,,,,,Home Page,http://www.airon.hu/,,
Aisha,,Gul (AlviDental),,,,Dr,,,,,,,,,,* myContacts,,,,,Mobile,+923303097053,,,,,,,,,,,,,,,,,
Aizon,Technologies,Ltda,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+55 11 99701-6462,,,,,Home,Rua da Prata n. 39Sala 206.410-000 Barueri SPBrazil,Rua da Prata n. 39Sala 206.410-000 Barueri SPBrazil,,,,,,,Home Page,https://www.aizontec.com/,,
AJA,Experts,Accounting,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+971 4 554 6058,,,,,Home,"106 A1Mas Business Center, Aghaadir Buil379598 Dubai United Arab Emirates","106 A1Mas Business Center, Aghaadir Buil379598 Dubai United Arab Emirates",,,,,,,Home Page,https://ajaexperts.com/,,
Akanef,,sarl,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+352621740728,,,,,Home,226  Waassertrap 4408 Belvaux  Luxembourg,226  Waassertrap 4408 Belvaux  Luxembourg,,,,,,,Home Page,http://pas%20de%20site/,,
Akbar Sahab Lodhran,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0300 6800232 ::: 03006800232,,,,,,,,,,,,,,,,,
AKRUA,,Consulting,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+62 821-7921-4037,,,,,Home,"Hadiprana Art Centre, Jl. Kemang Raya No.30 Lt. 3, RT.11/RW.5, Bangka, Mampang Prapatan12730 Jakarta Selatan Indonesia","Hadiprana Art Centre, Jl. Kemang Raya No.30 Lt. 3, RT.11/RW.5, Bangka, Mampang Prapatan12730 Jakarta Selatan Indonesia",,,,,,,Home Page,https://akruaconsulting.com/,,
Al Harmain Properties,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0300 8674408,,,,,,,,,,,,,,,,,
Al,Shayeb,Auditing & Accountancy,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+970 2 274 3025,,,,,Home,"Bethlehem Office, Dr.Geminer Street Ð Headquarter00980 Bethlehem State of Palestine","Bethlehem Office, Dr.Geminer Street Ð Headquarter00980 Bethlehem State of Palestine",,,,,,,Home Page,https://alshayebco.com/,,
Al-Asar,,Consultants,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+92 300 8287032,,,,,Home,69 Qasimabad Karachi75900 Karachi Pakistan,69 Qasimabad Karachi75900 Karachi Pakistan,,,,,,,Home Page,http://al-asar-consultants.odoo.com/,,
Al-Bari,Consulting,Group,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+92 304 4373194,,,,,Home,"160 A, Airline Society, Khayaban E Jinnah Road54400 Lahore PBPakistan","160 A, Airline Society, Khayaban E Jinnah Road54400 Lahore PBPakistan",,,,,,,Home Page,https://albaricg.com/,,
Alain,,GatoGato,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+25767530077 ::: +25767530077,,,,,,,,,,,,,,,,,
ALASKA - Brussel,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 471 37 83 48,,,,,Home,Romeinsesteenweg 1022/B11780 Wemmel Belgium,Romeinsesteenweg 1022/B11780 Wemmel Belgium,,,,,,,Home Page,http://alaska-group.eu/,,
ALASKA - Hasselt,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0471378348,,,,,Home,Oude Luikerbaan 63A3500 Hasselt Belgium,Oude Luikerbaan 63A3500 Hasselt Belgium,,,,,,,Home Page,http://alaska-group.eu/,,
ALASKA - Kortrijk,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32 471 37 83 48,,,,,Home,Engelse Wandeling 768510 BELLEGEM Belgium,Engelse Wandeling 768510 BELLEGEM Belgium,,,,,,,Home Page,http://alaska-group.eu/,,
ALBATROSS,AUDIT,LIMITED,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+357 22 000468,,,,,Home,"Dositheou 7 street, Block C, office 001C1071 Nicosia Cyprus","Dositheou 7 street, Block C, office 001C1071 Nicosia Cyprus",,,,,,,Home Page,http://www.albatrossaudit.com/,,
Alberto,,,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,,,,,,,,,,,,,
Alchemist,,Accounting & Consulting,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0000000,,,,,Home,"Office 507, Almoayyed TowerBuilding 2504, Road 2832, Block 428 Al Seef Bahrain","Office 507, Almoayyed TowerBuilding 2504, Road 2832, Block 428 Al Seef Bahrain",,,,,,,Home Page,https://www.alchemistme.com/,,
Alex,,,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,,,,,,,,,,,,,
Algorit,,Nicaragua,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+505 5813 6956,,,,,Home,"Terminal de la 111, 5 cuadras al Sur , 20 varas oeste11198 Managua Nicaragua","Terminal de la 111, 5 cuadras al Sur , 20 varas oeste11198 Managua Nicaragua",,,,,,,,,,
Alhayat,Financial Consulting,Office,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+966 50 566 0703,,,,,Home,"ALKHALEEJ ROAD, HAI ALZOHOR , ALDAMMAM 32423 DAMMAM Saudi Arabia","ALKHALEEJ ROAD, HAI ALZOHOR , ALDAMMAM 32423 DAMMAM Saudi Arabia",,,,,,,,,,
Ali Abdullah Khan,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923041307379,,,,,,,,,,,,,,,,,
ALI AKBAR,DOLLER,SELLER,,,,,,,,~Ali Akbar,,,,,,* myContacts,,,,,Mobile,+923165851948,,,,,,,,,,,,,,,,,
Ali,Atif,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923336375868,,,,,,,,,,,,,,,,,
Ali,,Hunain,,,,,,,,,,,,,,* myContacts,,,,,Mobile,03106781990 ::: 03106781990,,,,,,,,,,,,,,,,Photo,https://lh3.googleusercontent.com/contacts/AG6tpzFKbK4-jxEMdJkkfE8Jr3O1526Xn9C8OR5RxHXBms22mSJ8aay8
Ali,Imran,Ap,,,,Dr.,,,,,,,,,,* myContacts,,,,,Home,03136868030 ::: 03136868030,,,,,,,,,,,,,,,,,
Ali Inventory,Management,System,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923344561414,,,,,,,,,,,,,,,,,
Ali Karachi Odoo Client ,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,03394111019,,,,,,,,,,,,,,,,,
ALI,My,Fatoraah,,,,,,,,,,,,,,* myContacts,,,,,Home,+96566319271,,,,,,,,,,,,,,,,,
Ali,,raza,,,,,,,,,,,,,,* myContacts,* Other,aliraza6347890@yahoo.com,,,,,,,,,,,,,,,,,,,,,
Ali Raza ( Leads Gen And Data),,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923087209821,,,,,,,,,,,,,,,,,
Ali Raza Hussain Developer,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0304 7299075,,,,,,,,,,,,,,,,,
Ali Raza Sama Satta,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0308 6379429,,,,,,,,,,,,,,,,,
Ali,Saudi,Client,,,,,,,,,,,,,,* myContacts,,,,,Mobile,00966568085544 ::: 00966568085544,,,,,,,,,,,,,,,,,
Ali Silver Trader,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,923095561840,,,,,,,,,,,,,,,,,
Ali,Travel,Agency,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923466869922,,,,,,,,,,,,,,,,,
Ali Zaib,Chandio,(Chachachah),,,,,,,,Zabi Khan,,,,,,* myContacts,,,,,Mobile,+923000193553,,,,,,,,,,,,,,,,,
Alirza Bro,,,,,,,,,,Alirza,,,,,,* myContacts,,,,,Mobile,+923037358216 ::: +923037358216,,,,,,,,,,,,,,,,,
Alitux,,,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,,,,,,,,,,,,,
All,for Business,GmbH,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+4318904465,,,,,Home,Schererstrasse 16/2OG/2a1210 Wien Austria,Schererstrasse 16/2OG/2a1210 Wien Austria,,,,,,,Home Page,http://www.afb.gmbh/,,
AllahDad PGC,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+923027803963,,,,,,,,,,,,,,,,,
ALLEN,,REILLY & CO,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0416855812,,,,,Home,"Rathbody, Reaghstown, Ardee, Co LouthA92 YF97 ARDEE Ireland","Rathbody, Reaghstown, Ardee, Co LouthA92 YF97 ARDEE Ireland",,,,,,,Home Page,http://allenreilly.com/,,
ALPINE,BUSINESS,SAC,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+51 987 920 564,,,,,Home,Calle Luis N Saenz051 Lima 15Peru,Calle Luis N Saenz051 Lima 15Peru,,,,,,,,,,
ALSaeed,,CPAs,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+962 7 9603 6985,,,,,Home,Al-Shaheed st.31952 Amman Jordan,Al-Shaheed st.31952 Amman Jordan,,,,,,,Home Page,http://www.alsaeedcpa.com/,,
Alsudais,CPAs AGN,International,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+966 53 532 2404,,,,,Home,"Corniche, Al Khobar Corniche - Intersection 22, Al Khobar10077 Khobar Saudi Arabia","Corniche, Al Khobar Corniche - Intersection 22, Al Khobar10077 Khobar Saudi Arabia",,,,,,,Home Page,http://www.alsudaiscpa.com/,,
Altaf Khan Multan,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,0318 1652523 ::: +923067366398,,,,,,,,,,,,,,,,,
Altercompta,,,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+33 6 24 20 32 70,,,,,Home,5 La Bigoti�re 44690 Maisdon-sur-S�vreFrance,5 La Bigoti�re 44690 Maisdon-sur-S�vreFrance,,,,,,,Home Page,http://altercompta.fr/,,
Altesia,,Tax and Accouting,,,,,,,,,,,,,,* myContacts,,,,,Mobile,02 880 14 37,,,,,Home,rue Fran�ois Dubois 21310 La Hulpe Belgium,rue Fran�ois Dubois 21310 La Hulpe Belgium,,,,,,,Home Page,http://www.altesia.be/,,
Altos,,Global,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+598 97 859 788,,,,,Home,Camino de los Horneros 237Lote M515800 Ciudad de la Costa CAUruguay,Camino de los Horneros 237Lote M515800 Ciudad de la Costa CAUruguay,,,,,,,Home Page,https://altos.global/,,
AM,"Accountancy BV, AM Accountancy",BV,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+32473485872,,,,,Home,Zwaluwlaan 38900 Ieper West-VlaanderenBelgium,Zwaluwlaan 38900 Ieper West-VlaanderenBelgium,,,,,,,,,,
AMAZ,Easyfin Solutions,FZC,,,,,,,,,,,,,,* myContacts,,,,,Mobile,+971 52 538 4986,,,,,Home,11 3B St - Al Karama - Dubai978 Dubai United Arab Emirates,11 3B St - Al Karama - Dubai978 Dubai United Arab Emirates,,,,,,,Home Page,http://www.habibiganesh.ae/,,
Ambitie,,Accountants,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,Home,Vlierwerf 5M4704 SB Roosendaal Netherlands,Vlierwerf 5M4704 SB Roosendaal Netherlands,,,,,,,,,,
Ameer Muavia,BWP,CSS,,,,,,,,,,,,,,* myContacts,,,,,Mobile,03008890997 ::: 03008890997,,,,,,,,,,,,,,,,,
Amfico,,,,,,,,,,,,,,,,* myContacts,,,,,,,,,,,Home,Autobaan 15 bus 00048210 Loppem Belgium,Autobaan 15 bus 00048210 Loppem Belgium,,,,,,,Home Page,http://amfico.be/,,
Amged Sharif,,,,,,,,,,Amged Sharif,,,,,,* myContacts,,,,,Mobile,+256 763 967071,,,,,,,,,,,,,,,,,
